Bankrupt, ROA(B) before interest and depreciation after tax, Persistent EPS in the Last Four Seasons, Revenue Per Share (Yuan ¥), Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Interest Expense Ratio, Borrowing dependency, Net profit before tax/Paid-in capital, Operating profit per person, Net Income to Total Assets, Net Income to Stockholder's Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Working Capital/Equity, Non-industry income and expenditure/revenue
0,0.543498046,0.225205635,0.1910855,0.000805253,0.264196408,0.632356406,0.380486397,0.179375613,0.393998327,0.803782033,0.841175074,0.027475234,0.567138456,0.741274563,0.303493589
0,0.552277959,0.216696606,0.021794697,0.000428941,0.263902682,0.63366632,0.379784067,0.170703567,0.394608896,0.799703974,0.840407686,0.028714371,0.568410366,0.731265458,0.303436789
0,0.525135179,0.212158457,0.030642649,0.000435853,0.263598076,0.627953727,0.372267566,0.167528844,0.391273377,0.791671404,0.839736412,0.026137575,0.556990019,0.736400805,0.303527426
0,0.493870122,0.199394913,0.013612233,0.000416688,0.26359963,0.629673224,0.374824138,0.153955207,0.385789557,0.770342468,0.837972539,0.026599175,0.564039765,0.730916309,0.303228203
0,0.557631565,0.227001985,0.02829832,0.000465424,0.263877816,0.631916686,0.37890168,0.178116281,0.395581285,0.809841824,0.841369246,0.027285473,0.56676424,0.734617308,0.303492138
0,0.565661973,0.227191075,0.049200659,0.000452548,0.263689769,0.630951631,0.373048181,0.180069376,0.395129011,0.814917413,0.841490505,0.026869211,0.565504974,0.737807577,0.303521384
0,0.606617057,0.232201948,0.034529697,0.000453197,0.264117149,0.630902316,0.370579959,0.185566699,0.398396689,0.823744122,0.841639312,0.026872081,0.565516812,0.734112222,0.303518484
0,0.537662616,0.20468942,0.03823525,0.00042405,0.26402701,1,0.388865155,0.159497775,0.392641505,0.786780052,0.838728823,0.025615867,0.615120663,0.726675452,0.303386758
0,0.559398255,0.223598374,0.027345463,0.000464201,0.263975725,0.631275257,0.374159832,0.176924817,0.394507135,0.812135196,0.841361597,0.027020209,0.566056008,0.737529868,0.303487063
1,0.561914449,0.225867448,0.042137423,0.000593091,0.265668151,0.631744086,0.384153502,0.178395294,0.407566541,0.818787969,0.84410697,0.027236643,0.566652652,0.733141747,0.303423254
0,0.543016221,0.22095112,0.014776835,0.000453371,0.264100054,0.631843399,0.37621426,0.174164844,0.392223152,0.803264471,0.840696776,0.027270748,0.566731336,0.732255962,0.303688398
0,0.54344451,0.216412972,0.017968147,0.000453396,0.264290432,0.632424213,0.380436071,0.171879949,0.394473214,0.802939494,0.840750707,0.027565013,0.567288469,0.732284416,0.303545312
0,0.529257455,0.211591188,0.006866615,0.000430763,0.264234484,0.63042972,0.369637181,0.165726567,0.392268379,0.785529196,0.839476903,0.026742137,0.564913287,0.733364556,0.3032647
0,0.548316291,0.213198449,0.019162999,0.000441443,0.264547637,0.641962781,0.375728892,0.169248171,0.393071165,0.793352236,0.83983257,0.033185892,0.56948264,0.730449641,0.303507365
0,0.53257669,0.211307554,0.014428967,0.000428916,0.264344049,0.897787359,0.385128712,0.166676721,0.391827412,0.790366215,0.839154831,0.025297815,0.582393857,0.723256587,0.30345395
0,0.505273302,0.208565756,0.010148676,0.000419857,0.26423293,0.629186244,0.375506338,0.164444612,0.391929174,0.784709739,0.839003015,0.026454934,0.562807129,0.731357528,0.303272917
0,0.511376412,0.212347547,0.006669994,0.000452722,0.263976502,0.633500911,0.373312114,0.169210467,0.391149002,0.796656657,0.840086784,0.02921692,0.568668222,0.733247098,0.303597519
0,0.504095508,0.204311241,0.012387132,0.000419284,0.264521217,0.630001644,0.373647622,0.162898726,0.389984397,0.780943871,0.838796581,0.026628501,0.564241725,0.733010154,0.303338176
0,0.518121955,0.213671173,0.003221562,0.00043775,0.264250802,0.631749908,0.37744222,0.172626499,0.389893942,0.80255768,0.840701261,0.027267189,0.566723289,0.727906685,0.304167445
0,0.54397987,0.221045665,0.021431704,0.000460009,0.263993597,0.630691703,0.370728701,0.176494985,0.397322539,0.808007589,0.840844572,0.026809394,0.56524388,0.737802397,0.303542653
0,0.54574656,0.219816583,0.018134519,0.000460084,0.2641459,0.631334845,0.374771575,0.177505467,0.395536058,0.813135967,0.841291543,0.027056605,0.566170003,0.733750471,0.303580358
0,0.527490765,0.215562069,0.018512637,0.000436178,0.263716965,0.631584499,0.371588721,0.171480281,0.390210533,0.799858638,0.840342072,0.027076515,0.566229746,0.735488257,0.303655043
0,0.536645431,0.218682046,0.011041033,0.000455542,0.264382125,0.631044438,0.371160389,0.172709449,0.393319916,0.804200628,0.840634049,0.026870387,0.565509834,0.733441484,0.30363184
0,0.500347984,0.206674861,0.004174418,0.000427618,0.263962515,0.629970137,0.375664027,0.162483976,0.389034622,0.779478708,0.83872438,0.026617408,0.564166909,0.730996905,0.302970552
0,0.540821243,0.213292994,0.012931621,0.000453446,0.264195631,0.647830852,0.373917147,0.169044567,0.39420185,0.793611593,0.83988235,0.042151505,0.569872894,0.732050986,0.303450566
0,0.530810001,0.210929375,0.020735968,0.000417312,0.263688991,0.623017835,0.372743987,0.16683508,0.391804799,0.790017326,0.839631529,0.0258026,0.492121353,0.734662573,0.303478362
0,0.516248193,0.20468942,0.025258254,0.000391734,0.264527434,0.630171162,0.37504781,0.14469497,0.386739332,0.744157416,0.836190428,0.026669746,0.564504341,0.729958317,0.303185906
0,0.538197976,0.212253002,0.021144335,0.000456216,0.264030119,0.644846303,0.37540904,0.167634417,0.39316162,0.793025222,0.839819314,0.024706933,0.575379739,0.732330651,0.303450083
0,0.605653408,0.24335823,0.014822209,0.000463178,0.264243809,0.630680059,0.370808105,0.197383304,0.405610457,0.848017963,0.842933855,0.02680919,0.565242938,0.732934843,0.303944115
0,0.5452112,0.217642054,0.013597108,0.000479449,0.263988935,0.630752661,0.369637181,0.171427494,0.393172927,0.810646514,0.84078097,0.026865722,0.565490506,0.734748835,0.303574074
0,0.416135767,0.185402288,0.020993088,0.000350634,0.26245192,0.630322872,0.380005502,0.147055275,0.380622329,0.726930176,0.831838796,0.026709091,0.564734143,0.726857233,0.303066023
0,0.544889983,0.216412972,0.028162197,0.000428816,0.263798556,0.634779661,0.37355368,0.169836362,0.393817417,0.796381314,0.840070941,0.028254298,0.568084125,0.733111908,0.303433647
0,0.57031961,0.226151083,0.023216419,0.000465774,0.264300534,0.630864988,0.372870362,0.178734635,0.398928111,0.816909224,0.841398313,0.026869952,0.565508038,0.732331106,0.303556914
0,0.531720113,0.213954808,0.015487696,0.000439696,0.263881701,0.637596745,0.378457691,0.169353744,0.399776124,0.793943215,0.839864211,0.036328722,0.569694628,0.729382018,0.303369355
0,0.543069757,0.218020233,0.013929852,0.000439497,0.263961738,0.632334831,0.374962815,0.171593394,0.397379073,0.801301081,0.840410317,0.027181679,0.566518036,0.731639948,0.303490446
0,0.548798116,0.216129337,0.018300891,0.000434755,0.263815651,0.632475583,0.374223578,0.170251112,0.392200538,0.798878154,0.840242446,0.02773074,0.567529941,0.735150471,0.303544345
0,0.529471599,0.211118465,0.008863076,0.000423251,0.263891803,0.630470473,0.37051845,0.166156398,0.389509509,0.78777052,0.839591859,0.026756452,0.564987296,0.733235964,0.303542895
0,0.595749237,0.230216508,0.023004674,0.000454569,0.264176982,0.631274229,0.37491808,0.178862831,0.396406685,0.827782808,0.84253085,0.027027967,0.566080844,0.736248443,0.303590993
0,0.530970609,0.217452964,0.023261793,0.000405983,0.263584089,0.631051629,0.372171387,0.172068471,0.392935483,0.802411355,0.840452034,0.026932825,0.565754048,0.737303619,0.303559572
0,0.546442529,0.223787463,0.040534205,0.000443265,0.264138129,0.632482089,0.379746043,0.175544831,0.397706972,0.802517589,0.84076547,0.02750115,0.567183325,0.731505192,0.303411169
0,0.535092885,0.215656613,0.01070829,0.000442791,0.263880924,0.63172525,0.373643149,0.170205867,0.392370141,0.799694792,0.840287349,0.027337013,0.566874644,0.735230242,0.303549179
0,0.518229027,0.212442091,0.009921805,0.000442541,0.263833524,0.606654361,0.37141202,0.168041626,0.392381448,0.794233535,0.83994341,0.025743737,0,0.732346113,0.303451291
0,0.54317683,0.214522076,0.014655837,0.000441468,0.264239146,0.634361173,0.371267751,0.169059649,0.391793492,0.796153451,0.840052687,0.030057024,0.568965388,0.732623198,0.303540478
0,0.544622303,0.221423844,0.030506526,0.000455817,0.264397666,0.630702319,0.369637181,0.175145163,0.392958097,0.806631153,0.840649143,0.026814027,0.565265134,0.7338351,0.303595102
0,0.588575406,0.255554505,0.052467595,0.000457938,0.264034004,0.630710538,0.371989094,0.203529146,0.393704349,0.834697518,0.842598895,0.026819555,0.56529026,0.734024581,0.303742055
0,0.564323572,0.230311052,0.06090718,0.000479449,0.264099277,0.631035534,0.374661976,0.186079481,0.401008571,0.816941792,0.841896139,0.02689491,0.565608886,0.737956035,0.303520659
0,0.507628888,0.198260376,0.013657607,0.000397399,0.263671896,0.628393104,0.384889383,0.156157153,0.391216843,0.76708586,0.836578828,0.026337774,0.561372146,0.728790944,0.303125965
0,0.555543659,0.223409284,0.056037025,0.000450002,0.263991266,0.631322859,0.374309692,0.178531031,0.394880261,0.808229164,0.841046555,0.026988171,0.565950185,0.73403486,0.303470869
0,0.612077734,0.261416281,0.113662144,0.00049507,0.264323068,0.630786907,0.372060669,0.218957846,0.396972027,0.842167851,0.844006184,0.026831509,0.565343726,0.738188932,0.303606462
0,0.573210557,0.225678359,0.030188908,0.000453845,0.264344826,0.631591006,0.377492546,0.177603499,0.396700663,0.811157629,0.841479706,0.027082775,0.566248165,0.7334105,0.303517275
0,0.519942181,0.21102392,0.02649848,0.000437875,0.2637869,0.630480404,0.369737834,0.166246889,0.390131386,0.788567193,0.839614017,0.026755346,0.564981653,0.736199749,0.303549421
0,0.498206542,0.205918502,0.008288337,0.000416314,0.26419874,0.629360899,0.373730381,0.162001357,0.387553425,0.780432805,0.838737184,0.026531336,0.563515615,0.728132552,0.303289595
0,0.539161625,0.220100217,0.027179092,0.000492026,0.263997482,0.632414624,0.377012769,0.17553729,0.395140318,0.804157902,0.840769218,0.027477,0.567141557,0.734940856,0.303538786
0,0.542480861,0.215940248,0.039293979,0.000448281,0.264238369,0.632876604,0.375012022,0.17073373,0.392754574,0.798510991,0.840236399,0.027701288,0.567490002,0.737213041,0.303512683
0,0.607473633,0.236078283,0.037932756,0.000455892,0.264253911,0.630612252,0.369637181,0.189947968,0.39635015,0.826850963,0.841921725,0.026791157,0.565158396,0.73527199,0.303536611
0,0.621714225,0.249976364,0.021174584,0.000522919,0.264375131,0.63094033,0.375749022,0.204931755,0.399606522,0.844730188,0.84379834,0.026873041,0.565520758,0.735754148,0.303544345
0,0.534878741,0.215278434,0.026861473,0.000446908,0.263934541,0.633843372,0.376812583,0.169361285,0.392460596,0.797345593,0.840167241,0.032280427,0.569383795,0.736308811,0.303495764
0,0.548369827,0.225205635,0.014565089,0.000489405,0.26408529,0.63119923,0.376195248,0.177595958,0.391115081,0.808560924,0.841026463,0.026992083,0.565963397,0.73242292,0.303848161
0,0.536484823,0.214900255,0.021582951,0.000475431,0.263903459,0.633081054,0.378231782,0.170258653,0.394314918,0.799647689,0.840390503,0.028567986,0.568318054,0.733242954,0.303504707
0,0.536966647,0.214427531,0.008348836,0.000444463,0.26417232,0.631241353,0.370131497,0.169383908,0.394077475,0.796398853,0.840066057,0.026858971,0.56546225,0.73397316,0.303349778
0,0.528668558,0.20884939,0.020312476,0.000426845,0.263681998,0.629376652,0.37517754,0.169391449,0.392607585,0.782370028,0.838893173,0.029631907,0.568831024,0.732033652,0.303517275
0,0.528400878,0.211213009,0.0241844,0.000442291,0.263895688,0.604813975,0.38443421,0.16583968,0.391465593,0.791291624,0.839314815,0.025614122,0.614468738,0.721587657,0.303482954
0,0.509877402,0.211402099,0.007456479,0.000459984,0.264026233,0.629638635,0.375440354,0.165545585,0.390628887,0.782713014,0.839018012,0.026545711,0.563634,0.728888496,0.303344219
0,0.513678462,0.213576629,0.007229608,0.000441193,0.263949305,0.634825893,0.373399346,0.168961617,0.391714344,0.79600635,0.840044158,0.043993803,0.569905619,0.733413763,0.303541203
0,0.503881364,0.205634868,0.014640713,0.000430214,0.264044106,0.629803701,0.373753867,0.164866903,0.3876778,0.785120045,0.8391199,0.026567809,0.563808026,0.732683441,0.303509782
0,0.515819905,0.213292994,0.00305519,0.000457539,0.263933764,0.631538952,0.377097765,0.171879949,0.387768255,0.800896817,0.840525539,0.027144134,0.566420049,0.728638512,0.304148351
0,0.519085604,0.213387539,0.018754632,0.000432959,0.26366568,0.626451008,0.37246887,0.168365885,0.390900251,0.794993939,0.839975821,0.026290648,0.56062449,0.737956704,0.303543379
0,0.543390974,0.220100217,0.019057126,0.000449553,0.263919,0.631184504,0.375917894,0.176954981,0.394280998,0.81025212,0.841152648,0.026981252,0.56592662,0.735682745,0.303618305
0,0.526794796,0.216602061,0.018542886,0.000422278,0.263949305,0.631319434,0.371160389,0.171706508,0.394280998,0.800351701,0.840386673,0.026989283,0.565953949,0.734815849,0.30353226
0,0.536698967,0.219060225,0.01196364,0.000443914,0.264014578,0.630793414,0.370933361,0.173923535,0.393579973,0.805924126,0.840758253,0.026809449,0.565244135,0.73394469,0.303661569
0,0.497082285,0.205729413,0.004325665,0.000427319,0.264081404,0.629963288,0.375441473,0.164037403,0.389769566,0.782647654,0.838965034,0.026620302,0.564186608,0.731982298,0.303112913
0,0.53991113,0.213198449,0.015381823,0.000450127,0.26404566,0.634856029,0.37403122,0.16931604,0.391997015,0.796238017,0.840060277,0.029813638,0.56889189,0.732044162,0.303535402
0,0.532844371,0.212347547,0.019828486,0.000440694,0.263937649,0.62632327,0.372251908,0.167181962,0.391465593,0.789612899,0.839619059,0.025904306,0.538857607,0.735229234,0.30350229
0,0.534022164,0.216602061,0.023413041,0.000449778,0.265121881,0.631953672,0.374028983,0.171495362,0.392652812,0.801731272,0.840446466,0.027375901,0.566953359,0.730829564,0.303560781
0,0.535092885,0.211685733,0.02193082,0.000447307,0.26394542,0.619718223,0.376026375,0.167287535,0.391567355,0.792406492,0.839762955,0.025809677,0.499461897,0.73231765,0.303501806
0,0.597997751,0.242129148,0.013355113,0.000456441,0.263981941,0.630659169,0.370068869,0.196131513,0.402772438,0.848298004,0.842803849,0.02680309,0.565214663,0.732824057,0.304042003
0,0.533433267,0.215278434,0.015396948,0.000438923,0.263702978,0.630838276,0.369913417,0.170130458,0.39208747,0.800090306,0.840252901,0.026867826,0.565499242,0.734876797,0.303558122
0,0.521923015,0.21518389,0.02241481,0.000453296,0.265719436,0.632204011,0.375165238,0.17230224,0.392200538,0.801513706,0.840517573,0.027331814,0.566863831,0.72916183,0.303598003
0,0.547406178,0.217925688,0.027965576,0.000448305,0.264021571,0.631639293,0.372902794,0.171284217,0.393387757,0.800139908,0.840333165,0.027077979,0.566234068,0.734140555,0.303500598
0,0.550725414,0.220005673,0.024335647,0.000447981,0.263710749,0.630913618,0.371624508,0.175107458,0.395897877,0.806548863,0.840707165,0.026863264,0.565480255,0.733063052,0.30355643
0,0.526634188,0.213482084,0.016455677,0.000440395,0.263946974,0.637767633,0.378314541,0.169444235,0.396485833,0.794655081,0.83992742,0.031595661,0.569288761,0.730589955,0.30344549
0,0.544568767,0.217642054,0.014549964,0.000447856,0.264018463,0.631803331,0.373983131,0.171947817,0.396791117,0.801800846,0.840424518,0.027084584,0.566253455,0.734157881,0.303534194
0,0.488944804,0.195613123,0.017211912,0.000409526,0.263160594,0.630419104,0.374016681,0.153736521,0.388152688,0.761159433,0.837598607,0.026741159,0.564908157,0.734466289,0.303318599
0,0.529418063,0.211307554,0.007925344,0.000444313,0.263978056,0.630498212,0.369946967,0.166774753,0.390165306,0.788003424,0.839622947,0.026757077,0.56499048,0.733732977,0.303524526
0,0.578403555,0.225678359,0.020977963,0.000471763,0.263702978,0.631018753,0.371749765,0.17628384,0.394258384,0.821721527,0.841687442,0.026926657,0.565731062,0.73356747,0.303634982
0,0.526045292,0.215751158,0.021053587,0.000448156,0.263906567,0.631342379,0.371035132,0.170959958,0.391861333,0.800012787,0.84027162,0.027059361,0.56617838,0.736321447,0.303575041
0,0.552224423,0.226623806,0.03694965,0.000521746,0.264197186,0.631351968,0.37491808,0.180122163,0.398803736,0.812477745,0.841456876,0.027021192,0.56605917,0.731573391,0.303481745
0,0.529739279,0.214616621,0.012402257,0.000441892,0.263898796,0.632849208,0.373851164,0.168984239,0.391985708,0.796865414,0.840101288,0.037216642,0.569733495,0.734310506,0.303523559
0,0.524546282,0.215089345,0.008847951,0.000451175,0.264079073,0.631675251,0.371715095,0.16989669,0.392901563,0.798583695,0.840191216,0.027363123,0.56692791,0.732088502,0.303512199
0,0.522886664,0.209416659,0.014292845,0.000439472,0.263674227,0.630437939,0.371443334,0.164964935,0.390414057,0.783241913,0.839262705,0.026742492,0.564915152,0.733693664,0.303504465
0,0.528347342,0.215278434,0.022626556,0.000508795,0.26375271,0.632322502,0.369717703,0.169338662,0.393387757,0.796024102,0.840044204,0.026865705,0.565490436,0.734969602,0.303488029
0,0.611221157,0.269263496,0.051363492,0.000440295,0.263762812,0.630741017,0.371485831,0.184405399,0.393399064,0.827600503,0.842005942,0.026854081,0.56544157,0.733549438,0.303600178
0,0.555597195,0.226529262,0.046901705,0.000508995,0.264016909,0.63100574,0.374622833,0.182776563,0.396881572,0.813366897,0.841567701,0.026882262,0.565558325,0.740589067,0.303531052
0,0.424808609,0.176987804,0.010602417,0.000448879,0.262876192,0.630088971,0.379325539,0.145682829,0.388254449,0.714108841,0.831932677,0.026635908,0.564290656,0.730653842,0.30280523
0,0.558862894,0.22728562,0.063675,0.00045679,0.264047991,0.630886906,0.373416122,0.18325164,0.395332534,0.812732745,0.84140312,0.026856216,0.565450623,0.734667013,0.30348948
0,0.616092939,0.266427153,0.128605351,0.000488682,0.264389118,0.630755058,0.372861415,0.222464369,0.403857896,0.849459127,0.844558197,0.026826417,0.565321096,0.741712442,0.303508332
0,0.565073077,0.223882008,0.03006791,0.000454868,0.263980387,0.63159717,0.379168969,0.175092376,0.39463151,0.809106828,0.841368131,0.027121065,0.566357211,0.7324503,0.303536853
0,0.495583275,0.205540323,0.026316984,0.000426271,0.263682775,0.63058417,0.369637181,0.163117412,0.387723028,0.775569683,0.838853675,0.026781927,0.565114,0.736743863,0.303571657
0,0.467102093,0.197976742,0.007274982,0.000412047,0.263815651,0.630028698,0.373922739,0.165530503,0.387315981,0.772557943,0.838030242,0.026418236,0.562410535,0.728061659,0.303486579
0,0.53611007,0.220856576,0.028736936,0.000446359,0.263959407,0.631781756,0.376989284,0.175899253,0.395411682,0.804628314,0.840843446,0.027164339,0.566473421,0.733804395,0.303540478
0,0.494137802,0.198827645,0.037509264,0.000409576,0.263263942,0.630194449,0.377513795,0.155923384,0.389407747,0.769159788,0.837615353,0.026679979,0.56456595,0.735738034,0.303480295
0,0.592162321,0.229838328,0.037932756,0.000436128,0.263772913,0.630612252,0.369637181,0.184533595,0.395343841,0.821846922,0.841429374,0.026791157,0.565158396,0.736070969,0.303534919
0,0.637239681,0.251299991,0.021144335,0.000543931,0.264405436,0.630765332,0.372928517,0.204192746,0.398159246,0.852854063,0.843690508,0.026829249,0.565333708,0.736346354,0.303503015
0,0.536966647,0.217358419,0.035270808,0.000452298,0.264035558,0.632183463,0.37668509,0.171834703,0.393025938,0.800462865,0.840465033,0.027390759,0.566982458,0.736373823,0.303507124
1,0.501739922,0.203838518,0.000105873,0.000366979,0.263793117,0.627881125,0.409986513,0.16152628,0.391284684,0.764289026,0.831484485,0.026350708,0.561557356,0.712388144,0.272988769
0,0.571122651,0.23740191,0.015230576,0.000479798,0.264344049,0.63087492,0.374925909,0.187293568,0.389701725,0.822858855,0.841981002,0.026872885,0.56552012,0.73236313,0.304178563
0,0.526955404,0.212442091,0.022762678,0.000469292,0.264016909,0.632074903,0.375696459,0.171382249,0.391804799,0.802391696,0.840576645,0.027519286,0.567213949,0.732992389,0.303579875
0,0.53000696,0.213954808,0.007411105,0.000443739,0.263883255,0.630212257,0.369637181,0.169285876,0.393206847,0.794686646,0.839971036,0.02690749,0.565658089,0.734974969,0.30342688
0,0.535467637,0.211591188,0.025364127,0.000475331,0.264175428,0.625885604,0.375480615,0.169338662,0.391352525,0.792489581,0.839740677,0.029006699,0.568569994,0.7326415,0.303545796
0,0.527597837,0.211780278,0.027632833,0.000427419,0.263924439,0.626499979,0.384880436,0.165032803,0.390911558,0.789720294,0.839042226,0.026126063,0.556601817,0.72194124,0.303494072
0,0.511751164,0.212914815,0.008016093,0.000440644,0.264116372,0.627918111,0.374819664,0.167943594,0.390300988,0.792938825,0.839822374,0.026268294,0.560223666,0.728930555,0.303518
0,0.481503292,0.204311241,0.007441354,0.00041861,0.263648585,0.630405405,0.372774183,0.163230526,0.389260758,0.779796431,0.839006336,0.026734252,0.564871619,0.733405564,0.303306997
0,0.527169549,0.213482084,0.017983272,0.000439621,0.26415911,0.628184203,0.373345665,0.167370485,0.392630198,0.792267445,0.839721629,0.02633887,0.561388151,0.734068286,0.303461926
0,0.51940682,0.215089345,0.003992922,0.000472861,0.263970285,0.631458816,0.376007363,0.171216349,0.389204224,0.800432424,0.840420672,0.027145976,0.566424978,0.729072459,0.303955475
0,0.511162268,0.211591188,0.021658575,0.000437226,0.263873931,0.630170135,0.37113243,0.166940653,0.389713032,0.791107523,0.839736064,0.026669203,0.56450103,0.73815268,0.30354217
0,0.548476899,0.22293656,0.022520683,0.000458562,0.264094614,0.631026972,0.375497391,0.178304804,0.394710658,0.814016586,0.841433516,0.026937302,0.565770583,0.734753561,0.303627731
0,0.523903849,0.215562069,0.01704554,0.000436602,0.26397961,0.631392036,0.372716028,0.172189126,0.392279686,0.799975604,0.84038227,0.026988588,0.565951598,0.735052173,0.303607187
0,0.532362546,0.217642054,0.015215451,0.000446534,0.263961738,0.630705744,0.370000649,0.173968781,0.393014631,0.805528862,0.840694832,0.02679249,0.565164745,0.734511722,0.303652143
0,0.495208523,0.206296681,0.005021401,0.000421854,0.263873154,0.63019034,0.376434577,0.162861021,0.391635196,0.778829359,0.838572369,0.026696738,0.564664015,0.731287284,0.302922454
0,0.536538359,0.212347547,0.016848919,0.000446808,0.263848288,0.629215696,0.374697763,0.169685544,0.392584971,0.79017027,0.839631346,0.02776087,0.5675696,0.732978158,0.303529118
0,0.534771669,0.213198449,0.022308937,0.000439047,0.263795448,0.629390351,0.371567472,0.164497398,0.392539744,0.782129303,0.839155994,0.026478231,0.563038587,0.73683261,0.303390625
0,0.522833128,0.214427531,0.019888985,0.00043765,0.263786123,0.63390707,0.373200278,0.169278335,0.393568666,0.79649119,0.840077186,0.02921099,0.568665614,0.732786385,0.303489721
0,0.56218213,0.222558381,0.026211111,0.000468244,0.26433317,0.631257106,0.375330755,0.174986803,0.396892879,0.807083825,0.840887413,0.026973423,0.565899633,0.733192212,0.303508091
0,0.575673216,0.234281932,0.013975226,0.000444088,0.263701424,0.630653005,0.370057685,0.190611568,0.401630447,0.837169533,0.842198743,0.026802222,0.565210613,0.732801787,0.303918737
0,0.526955404,0.214143897,0.018164769,0.000444213,0.263811766,0.630183148,0.369637181,0.169180303,0.394473214,0.79379643,0.839932,0.027125306,0.566368921,0.735982468,0.303467243
0,0.475882007,0.200529451,0.014353343,0.000410849,0.263267051,0.630202326,0.376349582,0.160221703,0.385631261,0.76995069,0.837730745,0.02665713,0.564426502,0.731325766,0.303300713
0,0.536591895,0.214805711,0.028767185,0.000436951,0.26380555,0.628483856,0.372315655,0.168147199,0.392992017,0.793470977,0.839873857,0.026268148,0.560220953,0.734453212,0.303462409
0,0.564912469,0.225583814,0.028721811,0.000462954,0.264240701,0.630750949,0.373208107,0.17844054,0.400092716,0.813984341,0.841287868,0.026823347,0.565307348,0.732449829,0.303522351
0,0.501151025,0.205256689,0.018527761,0.000407705,0.263417022,0.630088629,0.378029359,0.158261066,0.397559983,0.767644816,0.837620037,0.026635572,0.564288457,0.729649304,0.303144334
0,0.548102147,0.218776591,0.015170077,0.000455243,0.264203402,0.631123889,0.3739082,0.174308122,0.39613532,0.810182073,0.84097168,0.026941598,0.565786339,0.733921624,0.303625556
0,0.559130574,0.218492956,0.022218189,0.000450402,0.265022418,0.631148203,0.373598415,0.172166503,0.392878949,0.804446825,0.840624397,0.026974537,0.565903495,0.734784444,0.303549904
0,0.563359923,0.22331474,0.008212714,0.000460533,0.264434187,0.630622526,0.369653957,0.174391072,0.392777187,0.814817606,0.841004228,0.026794288,0.565173282,0.734263686,0.303826166
0,0.553134536,0.219438404,0.020040232,0.000436128,0.263553784,0.630939645,0.371787789,0.172520926,0.392211845,0.806483292,0.840715681,0.026881294,0.565554413,0.733741437,0.303623623
0,0.529578671,0.216696606,0.022732429,0.00044037,0.263986604,0.631230737,0.37192311,0.170673403,0.391341218,0.799346655,0.840242481,0.027011966,0.566029287,0.736523269,0.303585918
0,0.548155683,0.224449277,0.02855544,0.000436327,0.263934541,0.631105053,0.375582386,0.178953322,0.396881572,0.810356989,0.841300627,0.026922839,0.565716712,0.733237684,0.303522834
0,0.513785535,0.209794838,0.010632666,0.000432859,0.263762812,0.63017082,0.373766169,0.165658698,0.391126388,0.78721261,0.839463901,0.026662842,0.564462006,0.73474924,0.303435581
0,0.504416725,0.208660301,0.008061467,0.000402015,0.263226644,0.630490678,0.372945292,0.155682075,0.391917867,0.765079261,0.838110912,0.026753977,0.564974649,0.732811792,0.302729578
0,0.523796777,0.209889383,0.012810624,0.000431536,0.263969508,0.630548212,0.369637181,0.165243948,0.389961783,0.780899641,0.839228011,0.026771633,0.565063552,0.734862522,0.303534436
0,0.506236951,0.20705304,0.020630095,0.000433208,0.263779907,0.630579376,0.369907825,0.164301335,0.388017005,0.785369016,0.839475209,0.026781631,0.565112561,0.734053097,0.303526701
0,0.593714867,0.259147206,0.051514739,0.000445735,0.264324623,0.63069684,0.373248368,0.205037328,0.393059858,0.836389089,0.842828465,0.026816064,0.565274425,0.734871002,0.303813115
0,0.559344719,0.227758344,0.04737057,0.00046757,0.26411948,0.630951973,0.374669804,0.182942463,0.397051175,0.81521187,0.841668685,0.026879043,0.565545282,0.73892848,0.303523318
0,0.440173457,0.166115156,0.015956562,0.00034724,0.263967954,0.630346502,0.385601779,0.138330443,0.38448927,0.69708921,0.827505271,0.026696387,0.564661995,0.723601247,0.303164395
0,0.568124632,0.23541647,0.085454573,0.000468743,0.264255465,0.630797523,0.376347345,0.191840736,0.397288619,0.81855434,0.842184578,0.026835269,0.565360304,0.735920828,0.303487063
0,0.610418117,0.261699915,0.111786681,0.000472586,0.264116372,0.63078588,0.374438303,0.213943142,0.404208408,0.846960895,0.844456855,0.026838095,0.565372689,0.743648104,0.303501565
0,0.569141817,0.225867448,0.032654234,0.000455617,0.264077519,0.631355735,0.378396181,0.176464822,0.395400375,0.810477766,0.841481882,0.027037125,0.566109784,0.732301272,0.303535886
0,0.515819905,0.210740286,0.030491402,0.000436352,0.264246917,0.630562937,0.369637181,0.16617148,0.389939169,0.786583804,0.839518411,0.026776662,0.565088319,0.737045536,0.303539511
0,0.489640773,0.208282122,0.001497346,0.000445186,0.264519663,0.633226942,0.369637181,0.169391449,0.387349902,0.796198992,0.840055138,0.027727669,0.567525832,0.730945446,0.304477787
0,0.528026126,0.217831143,0.035527928,0.000451924,0.264117149,0.631304023,0.37773523,0.178757258,0.395762194,0.809893507,0.841337572,0.027007906,0.566016001,0.734555083,0.303567307
0,0.540285883,0.21518389,0.042137423,0.00044566,0.2646471,0.634400556,0.378367104,0.169919312,0.392064856,0.796407764,0.840083541,0.028370826,0.568177523,0.738086692,0.303531535
